booking_id,booking_date,user_id,flight_carrier_code,flight_origin_id,flight_dest_id,passengers,revenue
14806,2024-04-24 21:16:50,29632,AA,13204,10397,5,1559.38
14807,2025-10-05 12:18:54,26537,WN,11298,13204,2,402.21
14808,2025-07-20 18:09:04,40380,WN,12892,11298,3,545.95
14809,2025-02-12 10:10:58,6536,F9,14869,12892,4,826.66
14810,2024-06-06 17:05:14,35216,AA,12478,11298,5,2163.08
14811,2024-07-31 04:55:17,11622,F9,13204,14869,2,289.43
14812,2025-02-14 13:41:26,46110,UA,12266,12892,5,2500.1
14813,2024-05-04 21:21:43,20958,WN,14107,12892,3,976.49
14814,2024-11-24 02:35:35,5969,AS,14771,14057,4,1055.77
14815,2024-03-28 09:21:48,1312,WN,11298,12892,5,1257.72
14816,2024-01-20 02:35:40,28516,AS,14057,13930,1,359.15
14817,2025-08-28 18:53:24,21507,AS,12892,14057,2,689.73
14818,2024-08-06 02:46:00,33507,DL,12266,10397,4,1565.3
14819,2024-08-07 17:43:46,11290,B6,12478,13204,5,1296.78
14820,2024-08-03 11:53:32,17587,F9,14107,11298,4,945.44
14821,2024-03-18 12:55:36,36763,DL,15016,10397,3,915.69
14822,2025-05-07 07:35:46,16831,AA,13930,12892,3,756.48
14823,2024-04-11 23:09:45,23175,B6,12892,12478,4,1175.02
14824,2024-04-25 10:52:41,15880,WN,13204,11298,3,774.36
14825,2025-06-01 23:20:52,28634,F9,13204,14869,5,724.4
14826,2024-08-21 14:04:10,23093,DL,10397,13303,4,2206.17
14827,2025-07-20 08:55:16,46823,AS,14057,12892,3,1368.9
14828,2025-05-11 18:00:07,8782,AS,14771,14869,3,667.45
14829,2024-05-22 22:56:50,4583,WN,12266,13204,2,565.31
14830,2024-03-11 05:33:31,41466,DL,14869,11433,2,653.6
14831,2025-05-01 10:00:38,38772,AS,14057,12892,3,883.42
14832,2024-02-17 16:58:04,37514,DL,10397,12892,4,1053.18
14833,2024-08-09 14:05:32,8976,UA,13930,14771,1,497.31
14834,2024-04-12 20:44:41,2465,NK,13204,14107,1,148.99
14835,2024-07-11 21:23:47,40873,AS,14771,14057,5,1832.48
14836,2024-12-30 15:22:24,31690,F9,13204,14869,2,329.73
14837,2024-09-19 14:32:05,18344,B6,12478,14107,1,319.8
14838,2025-01-27 18:07:09,3049,AA,13930,12892,3,768.07
14839,2025-01-03 03:29:38,2357,WN,13204,11298,5,1568.48
14840,2024-09-24 10:16:23,44573,B6,12478,13204,3,1230.2
14841,2024-12-14 22:56:03,25225,DL,11433,13930,3,1386.65
14842,2025-02-19 14:31:58,5420,B6,13204,14107,2,804.43
14843,2025-07-22 23:28:21,10710,DL,13930,12478,1,415.28
14844,2025-06-30 23:10:32,12755,WN,12892,11298,3,748.23
14845,2025-06-10 04:08:59,3622,NK,13204,14107,5,964.49
14846,2024-12-11 00:51:46,25389,UA,14771,13930,2,1139.1
14847,2024-07-16 04:44:54,8788,AS,14057,12892,3,776.52
14848,2024-11-27 04:45:27,14175,DL,10397,12892,5,3086.36
14849,2025-01-25 03:40:03,8999,UA,12478,13930,4,1158.55
14850,2025-01-06 21:58:59,4540,AS,14057,13930,4,956.73
14851,2024-04-14 13:41:24,34910,DL,11433,12478,1,412.43
14852,2025-10-09 20:31:11,43083,NK,13204,12478,4,946.64
14853,2025-07-07 10:57:26,27529,F9,14107,11298,4,548.51
14854,2025-01-19 10:25:03,24344,F9,14869,13930,1,193.53
14855,2025-06-16 23:03:14,20233,NK,13204,14107,1,245.25
14856,2024-06-17 17:46:34,39601,AA,12892,10397,2,1216.83
14857,2025-01-10 08:13:04,47457,AS,12892,14771,5,1390.32
14858,2024-12-28 06:19:40,17599,AS,14057,12892,5,2119.71
14859,2024-05-25 16:06:16,44815,F9,13204,14869,1,191.54
14860,2024-12-17 06:09:10,19296,DL,15016,10397,5,2401.17
14861,2024-08-16 05:19:35,33141,UA,12266,13930,5,1496.05
14862,2025-02-10 19:12:30,45848,B6,12478,13204,1,315.41
14863,2025-10-09 16:43:14,31083,AS,14057,14771,1,282.87
14864,2025-09-15 23:10:55,24507,NK,14107,13204,4,433.05
14865,2025-02-24 19:40:19,10650,F9,14869,13930,1,141.34
14866,2024-05-28 14:07:09,9499,WN,14107,12892,4,1009.41
14867,2025-09-22 21:35:23,35190,AA,12892,10397,3,868.12
14868,2024-01-10 05:03:25,7317,UA,10397,13930,1,442.13
14869,2025-01-13 04:21:23,39202,UA,14771,13930,3,1127.02
14870,2025-06-12 22:42:14,13988,F9,14107,11298,5,622.59
14871,2025-05-23 15:01:56,38870,AS,14057,14771,2,569.8
14872,2025-05-25 05:23:17,34548,WN,10397,13204,4,931.41
14873,2025-06-01 20:49:30,35050,AS,12892,14771,4,1211.63
14874,2025-01-25 05:54:18,7660,F9,14869,10397,4,974.56
14875,2024-08-01 23:04:39,39024,F9,13204,14869,4,603.85
14876,2024-07-16 17:33:40,5836,AS,14771,14869,1,357.61
14877,2024-11-20 15:28:22,34357,WN,13204,12892,1,267.9
14878,2025-04-24 21:08:37,10025,AA,12478,11298,5,2151.43
14879,2024-07-01 17:25:10,23084,DL,15016,10397,3,1802.52
14880,2024-04-15 13:00:15,11909,AS,14771,14869,5,2245.09
14881,2025-08-26 14:03:34,31950,AA,11298,12266,4,2058.54
14882,2025-01-23 11:01:07,14909,WN,13303,12478,5,876.24
14883,2024-09-06 17:30:14,21546,UA,12892,14771,1,353.59
14884,2024-02-06 21:59:38,8510,B6,12478,10397,5,2235.11
14885,2024-05-18 00:50:35,5137,AS,14771,14057,2,842.26
14886,2025-10-08 17:03:59,7954,UA,12892,14771,5,2574.36
14887,2025-07-10 01:29:48,40524,AS,14057,12892,5,1055.29
14888,2024-08-06 22:55:03,45239,B6,12478,13204,3,669.22
14889,2025-06-21 01:23:26,33622,AS,14057,12892,5,2224.26
14890,2025-03-13 17:01:12,21179,F9,12892,14869,3,278.88
14891,2024-10-02 14:21:58,46993,WN,12892,14107,4,949.9
14892,2025-05-27 11:57:43,43983,B6,13204,12478,4,832.52
14893,2025-05-25 13:58:49,48661,UA,12892,14771,4,1302.44
14894,2025-06-24 11:24:48,8726,AA,11298,12892,5,2402.55
14895,2024-10-01 01:24:23,24910,AS,14771,13930,2,436.99
14896,2024-06-13 11:18:54,9247,NK,13204,10397,2,374.1
14897,2025-03-26 22:53:56,9951,UA,13930,12478,4,1234.37
14898,2024-01-21 05:29:54,26674,AS,14771,14869,1,258.85
14899,2025-08-22 11:25:05,41170,AS,14771,13930,4,1312.86
14900,2024-04-01 23:50:48,2109,DL,11433,13930,4,1151.3
14901,2024-07-22 00:37:10,21595,AA,12478,11298,1,412.72
14902,2024-09-16 21:37:01,20363,AS,14057,14771,2,551.47
14903,2024-07-03 06:56:09,8503,DL,10397,12892,5,1440.87
14904,2025-07-19 14:49:48,16583,UA,14771,12266,2,1154.05
14905,2024-09-01 15:05:06,28888,UA,13930,14771,4,1447.08
14906,2025-07-26 06:04:25,28282,B6,12478,12892,3,646.07
14907,2024-04-07 14:00:16,6829,NK,12892,13204,1,133.19
14908,2024-02-01 14:45:03,20225,WN,12892,14107,1,150.84
14909,2025-09-03 21:34:05,42996,NK,12892,11298,2,185.0
14910,2024-05-04 08:49:41,22749,WN,13204,12892,5,729.0
14911,2025-01-02 20:27:45,14530,UA,12266,13930,4,1686.01
14912,2024-12-07 09:01:52,10272,NK,10397,13204,3,705.03
14913,2024-04-05 23:03:43,40234,NK,11298,13204,1,134.43
14914,2025-10-29 00:06:46,1738,B6,12478,14107,4,767.29
14915,2024-11-01 17:17:54,25527,AA,11298,12266,1,466.31
14916,2025-04-22 14:44:02,16247,WN,14107,12892,5,1536.75
14917,2024-11-15 06:40:52,37530,AS,14771,12892,2,901.4
14918,2025-03-07 21:06:37,25376,AA,11298,12266,5,2260.59
14919,2024-08-03 06:29:56,12861,AA,12478,13930,5,2963.66
14920,2024-02-12 18:24:58,27897,B6,12478,13204,1,285.85
14921,2024-03-27 04:05:15,20651,B6,12892,12478,4,1295.62
14922,2025-04-12 07:27:17,40424,DL,10397,12892,3,1938.12
14923,2024-05-15 22:28:19,45497,WN,12892,11298,4,665.6
14924,2024-05-04 15:01:43,14280,AS,14771,12892,3,609.27
14925,2025-05-20 06:34:35,25027,AS,12892,14057,4,1561.74
14926,2025-04-11 11:41:46,13884,AA,12892,10397,5,1185.24
14927,2024-05-01 03:13:41,14494,AS,14771,13930,2,421.81
14928,2024-12-01 01:07:50,38121,B6,12892,12478,1,448.89
14929,2025-07-15 17:36:33,32260,AS,14057,13930,4,843.72
14930,2025-05-15 14:42:53,48603,AA,12478,11298,3,1693.32
14931,2024-03-06 14:55:01,39380,F9,14107,11298,3,623.38
14932,2024-04-05 09:48:35,17887,AA,13204,10397,3,1764.65
14933,2024-08-16 18:14:47,48567,B6,12892,12478,3,1267.06
14934,2025-07-19 23:10:09,47851,AA,13930,11298,2,639.51
14935,2025-08-14 20:36:48,18383,UA,13930,12478,2,1246.37
14936,2024-05-10 23:45:55,37652,AS,14771,14869,3,1021.68
14937,2024-07-04 08:43:20,28096,F9,14107,11298,1,170.45
14938,2025-10-30 17:47:28,3793,AA,12892,14107,4,1895.1
14939,2024-05-24 03:26:07,43688,AS,12892,14771,1,493.28
14940,2025-07-15 19:08:14,47981,F9,14869,13930,3,475.16
14941,2025-03-22 12:43:19,31348,NK,13204,12478,1,214.24
14942,2024-04-14 18:53:03,3779,B6,13204,14107,1,338.3
14943,2024-03-02 19:07:31,15892,UA,10397,13930,3,1272.29
14944,2025-08-26 02:59:12,16913,UA,12892,14771,1,297.16
14945,2024-01-01 11:48:11,37749,AS,14057,14771,4,1951.18
14946,2025-04-13 10:25:34,12806,DL,14869,11433,1,597.54
14947,2025-10-20 21:05:17,43449,F9,14869,12892,5,720.01
14948,2025-02-21 21:53:11,27644,UA,12266,13930,4,2316.7
14949,2025-01-20 08:51:16,3186,AA,12478,11298,4,1575.11
14950,2025-03-17 17:55:59,19773,DL,10397,12892,1,525.82
14951,2024-09-07 22:32:42,5593,UA,12266,13930,1,505.68
14952,2025-05-10 01:53:24,29178,WN,10397,13204,5,1651.28
14953,2025-01-27 14:08:31,48403,NK,14107,13204,2,449.3
14954,2024-06-09 01:48:38,34493,AA,13204,10397,2,1105.47
14955,2025-07-13 00:55:59,5129,UA,14771,13930,5,1808.99
14956,2024-09-22 19:32:41,5200,B6,14107,13204,2,604.87
14957,2024-07-09 19:05:01,5950,F9,13930,14869,4,875.85
14958,2025-04-26 15:44:16,46836,B6,13204,14107,2,847.1
14959,2024-07-02 08:43:41,36548,B6,12478,13204,2,885.84
14960,2024-06-18 19:10:14,32917,UA,12478,13930,4,2366.65
14961,2024-11-14 13:10:14,9188,DL,13930,12478,4,1938.04
14962,2025-02-02 10:33:22,15480,NK,13204,12478,5,807.36
14963,2024-03-03 18:51:50,2032,B6,13204,12478,2,725.35
14964,2024-03-23 13:37:00,16912,DL,11433,13930,2,1187.05
14965,2025-09-22 03:40:29,25087,NK,11298,13204,2,256.55
14966,2024-05-20 19:15:57,21463,DL,13930,12478,5,1394.09
14967,2025-10-28 13:59:00,26877,B6,12892,12478,5,1017.59
14968,2024-08-22 01:15:22,13226,B6,12478,10397,4,1256.83
14969,2024-12-17 02:05:36,18840,DL,13930,12478,5,2628.13
14970,2025-10-21 07:20:14,27952,UA,12266,13930,5,2217.65
14971,2024-12-02 04:30:40,33204,F9,14869,10397,4,588.89
14972,2025-01-09 03:14:17,14917,AA,12478,11298,1,434.59
14973,2024-07-02 16:54:40,1929,AS,12892,14057,3,1225.02
14974,2024-10-29 15:36:53,34162,F9,11298,14107,5,904.52
14975,2025-07-14 20:47:05,34423,F9,13930,14869,2,302.31
14976,2024-04-13 12:15:02,1929,B6,12892,12478,5,1320.24
14977,2025-07-10 05:25:30,40034,DL,11433,13930,4,2385.71
14978,2024-08-03 08:25:20,22812,AS,14771,14057,5,2374.7
14979,2024-09-12 17:57:03,38002,WN,11298,13204,3,971.43
14980,2024-07-20 05:44:59,33900,F9,14869,13930,4,840.12
14981,2025-06-14 02:32:47,7957,NK,13204,12478,2,510.06
14982,2025-07-27 21:41:59,24800,DL,10397,12892,1,607.94
14983,2024-10-03 08:29:29,4011,WN,13303,12478,4,592.92
14984,2025-06-15 17:58:42,18017,F9,13204,14869,5,991.74
14985,2025-09-03 14:50:28,18022,UA,14771,13930,1,340.04
14986,2024-12-11 23:44:33,23942,WN,11298,13204,3,541.04
14987,2024-01-28 08:28:49,30807,UA,12266,13930,5,1876.9
14988,2025-01-08 15:47:53,47487,F9,14869,10397,1,186.38
14989,2024-01-20 17:29:59,43655,AA,13930,12892,5,1608.82
14990,2025-04-01 03:36:55,17841,UA,14771,12266,1,609.4
14991,2024-11-01 06:02:32,20688,WN,11298,13204,4,1049.37
14992,2025-01-17 15:48:55,34488,AS,14057,13930,5,1133.47
14993,2024-02-04 14:33:20,23113,NK,13204,12478,3,774.44
14994,2024-02-22 02:46:46,30553,UA,10397,12892,1,391.96
14995,2024-12-02 03:16:00,31501,AA,11298,13204,5,2488.51
14996,2025-06-14 14:46:03,7839,DL,11193,12892,3,1755.85
14997,2024-09-27 23:25:06,39362,DL,14869,11433,5,2563.12
14998,2024-01-21 15:35:26,16582,AS,12892,14057,2,916.59
14999,2025-04-27 06:48:07,25770,AA,13204,10397,4,2008.25
15000,2025-04-19 14:02:23,32875,NK,13204,10397,1,141.23
15001,2025-10-17 00:27:23,46008,F9,14869,12892,1,126.55
15002,2025-02-23 13:53:25,5581,UA,10397,13930,5,1540.41
15003,2025-05-16 01:24:23,35519,NK,11298,13204,2,497.66
15004,2025-09-15 12:42:42,6254,UA,12478,13930,2,504.67
15005,2025-04-20 13:00:27,25964,AA,12478,11298,5,1602.36
15006,2024-04-22 15:39:59,30340,F9,14869,10397,2,418.63
15007,2024-03-07 07:19:13,36676,B6,12478,12892,1,181.02
15008,2024-01-18 08:47:50,13698,UA,14771,13930,5,2310.54
15009,2025-03-12 15:34:01,3648,F9,10397,14869,1,277.32
15010,2024-12-23 02:12:01,20899,UA,12478,13930,2,935.56
15011,2025-03-05 10:15:38,40410,DL,13930,12478,2,912.0
15012,2024-07-30 02:21:12,21742,B6,13204,14107,1,297.02
15013,2024-12-25 14:31:19,1943,AS,14771,14869,1,475.23
15014,2024-07-27 12:45:12,32351,NK,10397,13204,4,626.78
15015,2025-09-27 20:00:17,15250,WN,11298,13204,5,1028.9
15016,2024-05-29 02:35:47,13326,F9,13204,14869,2,214.49
15017,2025-01-21 23:20:37,8530,DL,15016,10397,5,1637.81
15018,2024-05-22 03:02:56,32270,AS,14771,14869,1,438.82
15019,2025-08-03 12:11:42,23292,DL,14869,11433,4,2221.76
15020,2025-01-05 05:33:05,17522,B6,12892,12478,3,720.99
15021,2024-06-26 15:28:06,22097,WN,11298,12892,3,458.26
15022,2024-02-08 23:32:54,29135,DL,14869,11433,4,1856.82
15023,2024-02-16 13:17:07,17071,AS,14869,14771,1,329.0
15024,2025-04-26 09:44:32,45518,DL,11433,12478,1,332.09
15025,2024-11-14 08:06:24,4071,F9,14869,10397,4,647.19
15026,2025-09-23 11:18:48,14640,AS,14057,14771,1,417.46
15027,2024-07-19 19:13:02,21538,F9,14869,12892,3,622.59
15028,2024-06-17 17:51:36,6376,F9,14869,13204,3,736.95
15029,2025-07-31 03:40:23,43974,AA,11298,13204,2,915.97
15030,2025-05-01 05:55:19,39790,AS,14771,13930,1,322.77
15031,2024-08-20 02:35:20,28938,DL,10397,13303,5,2930.44
15032,2024-02-13 11:00:35,17405,DL,11433,13930,5,1504.57
15033,2025-06-08 13:52:52,37907,WN,12892,11298,3,550.81
15034,2025-10-28 23:14:01,45672,AS,12892,14057,4,1945.52
15035,2025-10-26 19:15:49,19453,WN,14107,12892,3,581.69
15036,2025-02-10 01:08:01,19124,F9,14869,13204,2,194.07
15037,2024-01-30 17:44:58,48777,NK,14107,13204,4,670.51
15038,2024-01-20 02:08:05,36949,AA,11298,12892,4,1276.84
15039,2024-07-04 07:09:21,12969,DL,14869,11433,2,1162.3
15040,2024-09-19 22:23:06,19674,WN,13303,12478,4,709.85
15041,2025-04-07 08:04:35,2754,DL,11433,12478,5,2174.2
15042,2024-03-04 22:50:15,9518,DL,10397,12892,2,1240.05
15043,2025-06-05 23:00:56,39256,AA,13930,12892,3,969.82
15044,2024-08-16 19:47:57,3042,UA,12266,12892,3,1499.49
15045,2025-08-21 17:38:38,7677,B6,10397,12478,4,752.38
15046,2024-10-27 12:27:25,17281,F9,14869,13930,4,545.64
15047,2025-03-15 07:19:37,30179,AA,12892,10397,2,814.3
15048,2025-03-07 00:55:24,11189,AS,14771,12892,3,1056.38
15049,2025-04-09 15:40:10,28686,AS,14869,14771,4,933.27
15050,2024-08-18 13:44:34,40837,UA,12892,14771,4,1629.59
15051,2024-01-11 17:09:59,26754,UA,10397,13930,5,1312.46
15052,2024-10-12 06:21:09,48249,F9,13204,14869,1,201.82
15053,2024-08-28 01:14:32,36037,WN,10397,13204,1,268.9
15054,2025-05-24 13:58:28,5914,AA,13930,12892,2,1057.05
15055,2025-04-11 23:13:11,14647,AS,14057,13930,5,1456.96
15056,2024-12-25 06:22:56,8428,DL,11193,12892,5,1949.64
15057,2024-10-20 08:19:04,33832,WN,12266,13204,3,672.39
15058,2024-11-29 15:11:00,46928,UA,14771,13930,2,911.89
15059,2025-02-14 22:47:03,40348,NK,13204,12892,3,249.08
15060,2025-04-21 14:13:54,46684,AS,14771,14057,5,1650.38
15061,2025-04-17 00:05:22,35552,F9,11298,14107,5,1297.33
15062,2024-11-19 12:05:20,1143,DL,13930,12478,2,709.29
15063,2025-03-08 22:36:22,39620,WN,10397,13204,1,249.29
15064,2024-02-09 23:09:57,26095,NK,12478,13204,3,620.5
15065,2025-09-06 08:19:48,37880,AS,12892,14057,4,1612.04
15066,2025-08-23 12:01:58,21677,AA,11298,12892,2,813.18
15067,2025-03-02 15:30:58,11631,AS,12892,14057,3,841.02
15068,2024-08-26 19:05:42,29587,F9,14869,10397,5,708.13
15069,2024-05-03 15:29:43,11406,AS,14057,14771,5,1690.57
15070,2025-08-10 12:44:09,1293,WN,12892,14107,1,328.45
15071,2025-02-23 01:09:44,11828,UA,12266,13930,4,1764.19
15072,2024-07-31 07:03:01,44296,DL,11433,12478,3,1231.62
15073,2025-06-06 13:56:59,49921,B6,12892,12478,1,214.87
15074,2024-01-25 10:18:43,9040,B6,12478,13204,5,1735.86
15075,2024-06-12 17:31:12,43310,DL,11193,12892,4,1258.86
15076,2024-03-11 21:06:20,29648,AA,12892,10397,5,1458.09
15077,2024-10-06 16:32:52,37511,WN,13204,11298,2,377.88
15078,2025-07-04 23:27:51,33108,NK,12892,13204,2,484.98
15079,2024-05-04 15:22:14,38715,F9,14869,10397,4,1003.11
15080,2024-08-15 19:01:28,43313,AA,12478,13930,4,1437.99
15081,2025-06-04 01:50:16,6508,DL,15016,10397,4,1899.24
15082,2025-04-16 16:40:24,11550,WN,12892,11298,3,398.65
15083,2025-07-08 18:49:28,39188,B6,10397,12478,2,620.04
15084,2025-04-04 00:12:03,23401,UA,14771,13930,5,2191.18
15085,2024-08-17 23:47:26,46237,UA,12892,14771,5,2183.02
15086,2024-07-20 20:19:56,44740,AA,13930,12892,2,1058.7
15087,2025-04-06 08:17:56,11618,UA,13930,14771,1,488.04
15088,2024-11-27 10:10:38,43119,B6,10397,12478,3,773.42
15089,2025-04-14 09:03:57,49020,B6,12478,14107,2,686.24
15090,2024-09-09 06:40:32,4494,WN,13303,12478,2,341.7
15091,2025-07-28 02:59:03,39824,F9,14869,13930,5,1105.19
15092,2025-06-30 15:29:44,31000,DL,14869,11433,5,3100.43
15093,2024-07-14 13:01:13,15989,B6,12892,12478,1,232.29
15094,2024-02-05 15:51:53,29255,UA,14771,12266,4,1351.46
15095,2024-01-19 21:36:30,48555,AA,12478,13930,5,2953.52
15096,2025-05-25 12:22:16,10839,WN,13303,12478,5,1561.32
15097,2025-02-02 20:34:47,11340,F9,11298,14107,2,488.52
15098,2024-06-14 06:19:04,23942,NK,11298,13204,5,688.44
15099,2025-05-02 22:26:19,15112,DL,12266,10397,3,1222.13
15100,2025-03-05 07:33:09,38609,F9,12892,14869,4,524.95
15101,2025-05-31 20:45:35,24646,NK,14107,13204,2,511.82
15102,2024-04-09 14:06:29,44346,DL,10397,15016,3,1458.41
15103,2024-03-16 13:57:03,40861,NK,13204,12478,5,834.41
15104,2025-10-30 11:27:28,12057,AS,14869,14771,5,1762.2
15105,2024-09-02 05:37:35,36283,AS,14771,12892,5,2341.02
15106,2024-09-01 16:29:37,4395,F9,13930,14869,3,782.79
15107,2024-12-23 00:49:08,28525,WN,13303,12478,2,631.11
15108,2025-08-29 05:59:32,42686,F9,14869,13204,5,1356.5
15109,2024-02-06 00:16:12,9680,DL,11433,12478,1,422.45
15110,2024-10-31 22:51:29,24677,B6,10397,12478,5,2168.98
15111,2025-01-06 08:16:05,10619,UA,12892,14771,5,1240.45
15112,2024-04-28 07:25:55,8188,UA,13930,12478,1,432.18
15113,2024-03-08 22:20:01,22067,AS,14057,14771,3,1109.74
15114,2024-01-19 01:43:24,5233,AA,12892,10397,3,728.74
15115,2024-03-19 11:48:20,10951,NK,13204,12892,4,601.29
15116,2024-04-21 02:06:31,19383,DL,11193,12892,1,444.71
15117,2025-01-05 18:16:45,3500,DL,14869,11433,4,1620.26
15118,2025-08-03 01:49:15,19933,AS,14771,14057,4,1035.02
15119,2024-01-15 16:35:45,40032,AS,12892,14771,2,520.14
15120,2025-06-08 02:18:32,23251,F9,14869,13204,4,444.71
15121,2025-10-18 04:31:07,24948,DL,14869,11433,4,2295.12
15122,2025-05-09 08:02:51,30580,DL,10397,12892,3,1138.13
15123,2024-05-26 20:08:29,26717,F9,14869,10397,1,215.92
15124,2025-01-09 17:05:09,41688,AA,13930,11298,4,1424.93
15125,2024-03-20 09:36:12,48612,F9,13204,14869,5,463.86
15126,2025-08-12 21:59:11,24377,NK,12892,11298,1,245.23
15127,2024-06-30 06:43:16,19131,NK,12892,11298,5,755.12
15128,2024-01-04 03:14:50,5524,DL,11433,12478,2,664.69
15129,2024-03-30 17:47:24,30856,AS,14771,13930,2,818.96
15130,2024-03-13 13:25:14,24698,F9,13204,14869,5,1366.83
15131,2024-05-23 18:25:47,6238,B6,12478,14771,5,2064.88
15132,2025-05-09 01:16:50,22575,B6,13204,12478,2,409.03
15133,2025-01-31 13:20:26,47724,AA,11298,12892,2,936.34
15134,2025-07-03 04:08:44,4383,B6,13204,12478,3,1150.63
15135,2024-03-02 10:34:24,43641,AS,12892,14057,2,472.64
15136,2024-05-05 05:32:31,10803,WN,10397,13204,4,834.19
15137,2024-10-26 20:18:01,41193,F9,14869,10397,1,97.18
15138,2024-04-08 02:37:26,47583,AA,11298,12892,4,1214.55
15139,2024-11-07 18:45:21,42820,DL,13930,12478,4,1352.01
15140,2024-04-11 19:29:59,39538,UA,12892,14771,2,898.03
15141,2025-10-17 16:15:15,3531,DL,13930,12478,4,1739.3
15142,2024-08-14 03:07:25,14232,B6,12478,13204,1,275.0
15143,2025-04-23 11:14:43,48761,DL,10397,12892,2,1153.62
15144,2025-07-24 08:35:28,27888,WN,13204,11298,3,542.0
15145,2025-07-27 14:46:31,18005,B6,14107,13204,4,1336.72
15146,2025-05-17 02:52:28,32102,NK,13204,12478,2,357.46
15147,2024-02-29 03:36:42,1834,AA,13930,11298,3,1096.39
15148,2024-11-02 05:37:02,17898,F9,14869,10397,1,161.72
15149,2025-10-09 18:41:18,3806,UA,10397,13930,3,1058.86
15150,2025-05-26 17:43:35,19615,AA,13930,12892,5,1238.65
15151,2025-09-30 09:53:09,25702,B6,12478,12892,1,234.14
15152,2024-08-01 23:27:54,9741,AA,13930,12892,4,1484.98
15153,2025-01-05 03:51:39,41793,WN,14107,12892,1,267.93
15154,2024-10-21 09:33:21,34179,DL,11193,12892,3,1693.73
15155,2025-05-06 02:24:47,48252,NK,12892,11298,4,457.92
15156,2025-10-11 12:54:32,3812,AS,14057,14771,3,1478.61
15157,2025-05-13 21:47:13,31820,WN,12892,14107,1,243.03
15158,2025-08-14 14:52:39,27676,F9,14869,10397,3,292.81
15159,2024-12-10 01:37:25,17170,WN,11298,13204,1,272.87
15160,2025-07-01 07:41:10,1049,UA,13930,14771,1,622.19
15161,2025-08-10 20:07:49,5004,AA,12478,13930,2,1167.8
15162,2025-09-09 17:26:44,39734,AA,13204,10397,3,1086.6
15163,2025-10-25 06:24:54,34431,F9,13930,14869,4,870.18
15164,2025-05-21 12:16:13,1527,WN,13204,11298,4,1375.45
15165,2024-07-16 14:31:21,10019,B6,12478,13204,4,1286.75
15166,2024-10-15 21:14:37,32907,AS,14057,14771,4,1835.58
15167,2025-02-07 23:48:35,8309,UA,10397,13930,4,1845.28
15168,2024-03-29 12:17:29,16896,F9,14869,13204,1,150.24
15169,2024-10-12 12:22:53,37637,UA,12266,12892,5,2663.44
15170,2025-04-23 03:34:48,9357,F9,14869,13204,5,767.08
15171,2025-01-13 13:12:16,17606,F9,14869,12892,4,498.92
15172,2025-07-19 00:50:09,15683,WN,12892,11298,3,849.37
15173,2025-04-23 03:03:12,44114,UA,10397,13930,5,2656.94
15174,2025-07-08 16:29:11,27292,WN,10397,13204,1,343.16
15175,2025-02-28 12:36:12,48105,F9,14869,13930,3,675.11
15176,2024-08-04 15:42:04,42631,B6,14107,13204,1,384.81
15177,2024-05-11 07:19:54,16989,AS,14771,12892,4,1698.88
15178,2025-07-29 15:43:53,46478,UA,12892,14771,5,1746.41
15179,2025-08-19 00:04:10,3195,NK,10397,13204,4,905.57
15180,2024-09-11 18:50:44,17016,AA,13204,10397,3,1342.55
15181,2025-03-30 21:47:35,3599,UA,13930,12478,3,744.7
15182,2025-09-01 04:19:55,8548,UA,12892,14771,1,438.96
15183,2025-10-01 00:15:57,28204,NK,13204,12478,2,423.82
15184,2024-08-17 19:11:52,43322,UA,12266,13930,3,1513.61
15185,2024-02-12 21:20:03,19332,DL,14869,11433,4,2362.9
15186,2025-02-04 07:15:04,2860,F9,14869,13204,2,489.48
15187,2025-03-14 16:36:01,35378,WN,10397,13204,5,1256.43
15188,2025-04-19 14:25:23,5355,UA,12478,13930,4,1898.3
15189,2025-01-18 04:57:11,34591,WN,13204,11298,5,1486.26
15190,2024-10-23 01:32:08,49775,F9,10397,14869,1,260.28
15191,2024-12-07 11:59:16,39139,UA,12892,14771,4,1404.57
15192,2024-09-01 15:18:00,42510,F9,14869,12892,2,432.3
15193,2025-02-22 17:06:53,30235,AS,14057,14771,3,706.45
15194,2025-08-23 06:57:44,24807,UA,13930,12478,4,1775.04
15195,2025-03-21 17:54:52,40903,F9,12892,14869,1,232.04
15196,2025-10-02 07:08:45,44016,UA,14771,12266,3,1359.67
15197,2024-12-24 07:13:22,49694,WN,14107,12892,1,308.49
15198,2024-06-23 11:10:37,46399,AA,12892,14107,2,928.96
15199,2024-02-23 18:37:24,35874,AA,13204,10397,5,2725.09
15200,2024-01-04 05:27:58,18963,F9,13204,14869,5,1357.08
15201,2024-04-29 17:22:27,8769,F9,13204,14869,2,396.36
15202,2025-10-08 08:50:42,44093,UA,14771,12266,3,1453.98
15203,2025-02-07 07:33:50,42104,B6,12478,12892,4,1740.91
15204,2024-12-18 22:12:09,46036,WN,14107,12892,3,937.03
15205,2024-08-31 07:24:17,36697,F9,12892,14869,1,186.0
15206,2025-04-02 17:45:50,25809,F9,13204,14869,4,438.5
15207,2024-06-14 21:21:36,5203,AA,11298,13204,1,328.16
15208,2024-12-29 01:26:23,27751,AA,12478,13930,5,2436.29
15209,2024-02-10 22:15:16,17158,AA,12892,14107,3,698.5
15210,2024-10-14 07:06:36,11359,B6,12478,14107,2,508.34
