FlightDate,Carrier,OriginAirportID,DestAirportID,DepDelay,ArrDelay,Distance,Cancelled
2024-05-23,WN,11298,14107,2,18,961,0
2025-01-18,AA,13204,15016,53,45,434,0
2025-06-25,WN,13204,14057,26,26,663,0
2024-06-03,NK,13303,10397,38,29,2947,0
2025-05-12,DL,11298,13204,-10,-7,926,0
2024-10-26,UA,11298,14771,35,26,1259,0
2025-02-10,NK,13303,12478,59,79,2731,0
2024-12-05,WN,14771,12892,40,36,2153,0
2024-02-05,F9,14057,14771,96,109,2308,0
2024-12-30,B6,15016,12892,31,35,292,0
2025-02-05,DL,11433,14057,11,30,2509,0
2025-05-06,AS,14057,12892,30,24,2698,0
2024-07-26,NK,14107,14057,66,61,882,0
2024-09-27,F9,12892,12266,6,25,588,0
2024-12-24,AS,15016,13930,39,54,2982,0
2024-02-21,AS,14057,11193,2,17,2772,0
2024-02-03,NK,14869,13303,41,42,1280,0
2025-06-26,UA,11433,10397,3,15,323,0
2024-11-03,DL,10397,14057,31,23,990,0
2025-05-06,F9,15016,13930,-3,-12,1816,0
2025-10-09,DL,14107,14771,34,53,358,0
2025-04-29,B6,14771,11298,-8,-4,2634,0
2025-07-23,WN,12478,10397,74,74,2471,0
2024-01-18,DL,15016,14869,13,14,393,0
2024-09-01,WN,11298,10397,4,-2,1739,0
2025-05-15,AA,15016,13204,32,44,790,0
2025-04-05,F9,11298,14107,92,95,676,0
2024-06-27,WN,15016,11193,71,69,359,0
2025-09-01,DL,12892,11193,3,-4,2236,0
2024-05-03,AA,10397,13930,19,10,771,0
2024-01-11,AA,13930,13204,46,38,1778,0
2024-04-17,AA,10397,13303,47,54,794,0
2025-06-16,B6,12892,14869,0,14,2547,0
2025-04-14,DL,13303,15016,39,55,2651,0
2025-07-06,B6,12266,13930,-8,12,2795,0
2025-02-21,WN,14771,11433,41,38,620,0
2024-03-10,WN,11298,12478,53,48,1905,0
2024-12-16,AS,11193,11298,26,18,708,0
2024-03-30,DL,12478,11433,28,45,1125,0
2024-09-09,AA,14771,13303,54,66,2810,0
2024-12-13,WN,12478,12892,10,26,975,0
2025-04-03,WN,11433,14057,60,69,2061,0
2025-02-25,F9,10397,11193,9,25,2216,0
2024-02-21,UA,11298,13303,59,65,285,0
2024-12-11,DL,13204,11193,30,39,2704,0
2024-04-08,DL,12266,11193,5,20,316,0
2025-02-20,F9,12892,15016,64,84,2509,0
2025-05-18,F9,11193,14057,-5,13,1009,0
2025-06-21,AA,15016,12478,37,29,1929,0
2024-01-23,DL,11298,12478,7,8,2144,0
2024-02-15,F9,11433,12892,38,50,1889,0
2024-09-26,AA,13930,11298,26,31,965,0
2025-05-17,F9,12266,11433,74,75,2484,0
2025-03-07,UA,13930,15016,33,38,932,0
2025-07-30,DL,10397,12478,33,38,2752,0
2024-04-10,UA,12892,14057,5,10,435,0
2024-10-23,AS,10397,13930,16,13,2820,0
2024-12-26,B6,11298,14107,3,19,1255,0
2024-08-10,WN,13303,11298,32,42,1089,0
2025-07-30,AA,11298,13930,17,12,2685,0
2025-05-29,WN,14107,11433,12,6,546,0
2024-05-29,NK,14869,12266,52,57,855,0
2025-03-16,WN,13303,12892,30,49,2782,0
2024-02-18,AA,12478,11433,47,48,2560,0
2025-03-02,B6,11193,11433,43,42,1558,0
2025-04-10,DL,14771,13204,22,13,1137,0
2025-06-24,AS,14057,13204,15,25,919,0
2024-02-23,AS,12892,14057,34,31,2647,0
2025-05-14,AS,12478,15016,-8,-7,1265,0
2024-11-22,UA,14057,13930,35,54,739,0
2024-05-27,NK,14771,14869,58,69,889,0
2025-09-01,NK,12892,11298,64,62,2488,0
2024-11-16,NK,13303,14771,84,99,988,0
2025-05-30,F9,12266,13204,48,56,247,0
2025-05-27,NK,13204,14869,63,72,752,0
2025-01-02,DL,13204,13930,29,26,1248,0
2024-03-04,B6,12892,13303,60,60,1018,0
2024-06-23,NK,14057,14869,86,105,578,0
2025-08-23,DL,13303,14771,5,20,832,0
2024-10-11,WN,15016,12266,47,57,2675,0
2024-12-30,NK,11433,14057,19,33,761,0
2025-05-21,B6,12478,15016,4,14,1617,0
2025-07-03,AA,12892,13204,20,34,2507,0
2025-11-06,DL,11433,14771,16,19,1992,0
2025-04-24,DL,12892,13303,14,19,263,0
2024-11-15,WN,12892,11433,29,48,1626,0
2025-03-25,DL,13930,14107,15,21,2877,0
2024-11-18,UA,11298,12478,58,49,1826,0
2024-07-18,F9,11193,14057,70,73,523,0
2024-09-06,DL,13303,14869,33,42,1755,0
2024-05-12,AS,11433,15016,-8,9,2838,0
2025-06-25,UA,14107,11433,24,14,864,0
2024-04-07,AA,11193,14771,26,27,1613,0
2024-02-09,NK,14057,15016,87,87,1438,0
2024-08-30,F9,12266,11433,33,28,2535,0
2025-02-28,AS,11298,15016,48,67,1721,0
2024-05-04,AS,14869,13930,38,53,611,0
2025-01-25,UA,15016,11193,28,25,2588,0
2025-06-15,NK,10397,11298,81,76,722,0
2024-10-10,NK,10397,11433,92,100,1327,0
2024-12-11,DL,14057,13930,32,50,2125,1
2024-10-21,B6,10397,14771,35,25,532,0
2024-08-09,F9,13204,11433,23,15,2598,0
2025-10-30,AA,10397,12266,38,48,1960,0
2024-03-09,AS,12892,11298,3,10,554,0
2025-11-23,AS,12266,13930,15,32,1234,0
2025-02-24,F9,14771,12478,62,58,1847,0
2024-03-26,AA,14771,11433,56,52,1483,0
2024-04-21,AS,13930,12266,28,38,1815,0
2025-01-23,WN,15016,13303,-4,-6,2640,0
2025-06-27,DL,14869,14057,11,27,2762,0
2025-09-22,DL,10397,14057,23,14,2210,0
2024-10-26,F9,11433,14869,63,66,1636,0
2024-12-14,NK,14107,14869,9,21,1601,0
2024-02-14,F9,13930,14771,-4,-9,2623,0
2025-04-01,F9,13204,10397,96,114,1023,0
2024-01-02,AA,14107,13930,-8,-4,1487,0
2024-03-19,UA,13930,14107,57,64,1084,0
2024-07-29,B6,12892,11433,-2,9,1250,0
2024-01-08,WN,12892,13303,67,72,2243,0
2025-09-08,UA,14107,11298,10,0,2465,0
2025-06-17,B6,12892,14107,37,57,1787,0
2024-12-06,B6,14107,11298,74,76,270,0
2025-09-26,F9,14869,13303,68,71,595,0
2024-06-13,AS,12266,12478,27,17,551,0
2024-12-14,DL,11193,14057,11,16,732,0
2025-09-20,WN,13930,11193,21,39,1799,0
2025-10-11,B6,14107,13204,58,78,2613,0
2025-06-29,AS,13303,11433,-6,5,1039,0
2024-10-28,AA,11193,15016,33,24,2962,0
2025-02-13,AA,14771,14107,5,3,2067,0
2025-05-22,UA,14869,12266,-8,9,1278,0
2025-01-20,AA,11433,12266,60,60,1176,0
2025-04-20,F9,11433,14057,49,61,1355,0
2025-09-01,WN,13204,11193,74,70,2926,0
2025-10-19,NK,15016,13204,79,78,2413,0
2024-09-02,B6,12266,12478,61,60,1986,0
2025-05-03,WN,13303,12478,68,87,1902,0
2024-12-04,UA,11193,13204,53,51,1317,1
2024-01-07,B6,12892,12266,65,62,1366,0
2024-06-08,B6,14869,10397,12,31,538,0
2024-05-01,WN,14869,13930,15,24,2369,1
2024-05-21,F9,13303,11193,87,83,2247,0
2024-10-05,DL,13204,14057,40,30,1039,0
2024-01-30,B6,12266,13204,11,19,447,1
2025-03-05,AA,12892,14057,-3,9,2755,0
2024-07-05,AA,13303,11298,-3,0,941,0
2025-02-26,AS,15016,12478,20,38,968,0
2024-01-06,WN,11193,11298,53,55,2770,0
2025-01-18,DL,12892,13204,-4,-12,1831,0
2024-01-26,B6,11433,14107,-7,-17,1001,0
2025-04-21,NK,14057,12478,114,122,1227,0
2024-03-13,AA,13303,12892,10,10,893,0
2024-09-09,AA,12266,12478,32,33,2487,0
2025-08-30,DL,12266,14057,26,40,1228,0
2025-04-01,WN,14107,14869,47,47,1796,0
2025-03-20,UA,15016,12266,-2,12,896,0
2024-11-15,AS,14869,10397,33,52,268,0
2025-07-07,B6,10397,11433,16,33,1850,0
2025-06-22,UA,14107,14869,-7,-16,1992,0
2025-11-17,F9,14771,13930,95,96,2644,0
2025-11-26,B6,12892,14771,-4,13,2438,0
2024-12-30,AS,13930,10397,35,46,2949,0
2025-03-12,F9,10397,13930,-2,16,1728,0
2025-09-24,B6,14869,11433,66,62,1850,0
2025-02-07,UA,14869,14057,40,50,1723,0
2024-03-08,UA,12892,11433,39,29,942,0
2025-02-12,DL,12478,11298,28,44,1409,0
2024-01-03,DL,12266,11433,-1,-7,397,0
2024-09-24,AS,15016,11298,15,31,387,0
2024-07-25,NK,11433,14771,34,40,2041,0
2024-07-13,DL,11433,12266,32,34,2841,0
2025-10-12,UA,11298,11433,19,16,2116,0
2025-01-28,DL,14057,10397,32,35,2238,0
2024-05-02,AA,14107,12892,6,24,584,0
2024-04-01,AA,12266,14869,33,29,2152,0
2025-05-27,B6,12478,12266,54,62,450,0
2024-12-04,AS,11433,14869,-1,13,1471,0
2025-08-13,B6,14771,14107,7,26,1351,0
2024-02-20,NK,14771,12478,69,89,1214,0
2025-02-08,NK,14057,13930,111,101,2103,0
2024-04-13,AA,13204,14107,-2,5,1402,0
2025-06-26,WN,14771,13204,41,42,784,0
2024-05-09,NK,11298,13303,35,51,1303,0
2024-08-06,B6,10397,14869,37,44,1448,0
2025-11-21,F9,13204,13930,70,87,2511,0
2025-11-24,NK,14869,15016,-1,-6,1974,0
2024-09-27,AS,13204,12266,16,25,2346,0
2025-08-18,B6,10397,11193,-10,8,1523,0
2024-07-04,UA,13303,13930,54,55,1913,0
2024-02-22,F9,13204,13303,99,108,2451,0
2025-08-19,WN,14057,14771,61,68,773,0
2025-03-13,B6,12266,14869,36,46,1567,0
2025-05-11,NK,14771,14107,24,17,1903,0
2025-07-02,UA,13204,14869,41,59,2590,0
2025-03-07,B6,14771,14107,63,70,367,0
2025-11-26,F9,11193,14771,41,35,432,0
2024-08-28,DL,13930,14771,0,16,1467,0
2025-02-17,AS,13930,14107,2,21,692,0
2025-04-29,F9,13930,12478,14,8,251,0
2024-06-13,AA,13303,14057,-3,15,1203,0
2024-08-18,UA,14869,14771,4,16,347,0
2024-07-05,B6,11433,14771,37,36,1198,0
2025-05-12,NK,14057,11298,29,29,2134,0
2025-06-05,WN,12478,12892,27,23,687,0
2024-03-20,WN,11193,10397,4,18,1304,0
2025-03-26,NK,14057,13204,113,119,2500,0
2024-06-22,WN,11298,13303,9,0,983,0
2024-11-13,AS,14107,14869,18,30,644,0
2025-07-05,WN,10397,12478,28,18,2158,0
2025-09-05,B6,13303,11433,-8,-6,2000,0
2024-10-19,NK,10397,14771,75,82,1692,0
2024-12-31,UA,14057,11433,26,41,1700,0
2024-08-12,WN,12892,12478,-5,-14,2780,0
2024-06-03,AS,11433,10397,-9,-19,485,0
2025-07-30,AS,14107,13204,50,65,774,0
2024-12-22,DL,14057,14107,-10,10,2475,0
2024-04-04,UA,14869,12266,17,15,2232,0
2025-09-23,WN,11298,10397,10,0,385,0
2025-01-16,WN,12892,13303,22,24,2967,0
2024-06-28,NK,14771,15016,118,129,2809,0
2025-01-20,AA,14771,13930,58,72,2857,0
2025-05-22,UA,11433,14771,41,36,2711,0
2025-03-26,AS,15016,14057,16,16,2636,0
2024-12-22,AA,14107,13204,16,8,754,0
2024-10-28,WN,13930,12266,29,22,1669,0
2024-03-12,DL,11298,14771,-2,18,979,0
2024-02-08,AS,13204,12478,-2,10,291,0
2025-06-28,F9,14107,12266,3,18,916,0
2025-10-09,DL,13204,14771,45,45,472,0
2025-04-25,B6,11433,14107,20,20,2626,0
2025-02-21,B6,13204,12892,17,17,1208,1
2024-11-21,DL,12478,10397,28,41,972,0
2024-02-09,UA,12266,14869,-6,-9,1793,0
2024-08-17,UA,11193,11433,5,16,507,0
2025-07-11,UA,11433,12266,42,52,1631,0
2025-01-26,DL,14107,13303,41,48,264,0
2024-11-22,AS,12266,13930,28,46,1818,0
2024-01-12,AS,10397,11433,2,22,693,0
2024-04-22,AS,13303,12478,9,16,200,0
2025-11-13,AA,12478,12266,46,53,2295,0
2025-02-28,AS,13204,11193,31,27,1401,0
2024-01-13,NK,14771,13930,86,88,2309,0
2024-12-22,DL,13930,14771,12,27,1090,0
2024-11-08,UA,14869,14107,8,17,2816,0
2025-05-17,UA,15016,11298,60,52,583,0
2024-05-19,B6,12478,12266,-8,12,2171,0
2024-01-06,F9,11298,13930,23,21,796,0
2025-10-02,UA,15016,14057,18,17,712,0
2024-10-25,AA,12892,13930,64,82,1467,0
2025-11-26,WN,12478,14057,6,20,2814,0
2025-07-24,DL,13303,12892,18,20,1423,0
2024-11-02,DL,11433,11298,-10,8,1162,0
2024-12-20,F9,11298,14869,39,33,1738,0
2024-02-11,DL,12478,11433,7,17,2271,0
2025-06-22,AS,14771,10397,15,35,2290,0
2024-01-23,F9,14107,13930,100,120,1055,0
2024-04-16,UA,13303,14869,55,56,238,0
2025-09-18,F9,12266,12892,82,85,2003,0
2024-04-21,UA,11433,14107,-6,-8,1189,0
2025-03-17,UA,11298,11433,42,36,2566,0
2025-09-22,F9,14107,13303,60,59,2899,0
2025-08-26,DL,10397,12892,40,33,2525,0
2024-07-02,UA,11298,12478,46,54,923,0
2025-10-05,UA,13930,11433,-9,1,1898,0
2025-06-01,UA,12266,14107,46,60,409,0
2024-06-01,AS,12892,14057,35,35,2755,1
2024-04-05,F9,14057,14869,14,28,2161,0
2025-07-20,DL,14057,14107,7,16,849,0
2025-10-17,NK,10397,11193,14,16,1072,0
2025-10-04,B6,10397,14869,61,59,2180,0
2024-03-19,AS,13930,14771,22,27,479,0
2024-04-10,WN,14107,11193,55,68,2326,0
2024-09-08,UA,14771,14869,6,11,2127,0
2024-10-27,F9,14869,12478,62,61,244,0
2025-07-26,NK,14869,10397,39,50,2245,0
2024-03-09,WN,14771,11433,74,81,824,0
2024-10-27,AA,14057,13303,33,25,560,0
2025-01-06,B6,14107,14869,60,78,2736,0
2024-02-06,F9,11298,12892,66,66,241,0
2025-08-30,AA,10397,14107,47,50,2281,0
2025-10-13,NK,14057,11193,15,30,1284,0
2025-04-04,AA,14107,13930,49,54,1128,0
2024-05-24,AA,14107,13204,27,26,1675,0
2024-07-20,UA,12478,11298,5,15,2620,0
2024-08-06,F9,13204,12892,77,72,902,0
2025-05-25,F9,12478,12266,86,95,239,0
2025-11-30,F9,10397,15016,80,90,1510,0
2025-01-30,NK,11298,13930,5,3,2169,0
2024-12-22,AS,14107,11298,5,-2,1164,0
2024-09-12,UA,12892,10397,2,-5,2139,0
2024-06-26,AA,11193,15016,65,72,2087,0
2024-05-06,DL,12892,12266,8,3,1773,0
2025-03-27,AS,12266,12478,10,28,535,0
2024-04-21,NK,15016,14057,57,69,1055,0
2024-12-17,AA,13303,12266,6,15,662,0
2024-10-27,AS,13930,11193,5,2,1706,0
2025-02-15,AA,13303,12892,50,59,2167,0
2025-06-29,NK,12478,14869,105,104,2820,0
2025-04-14,AS,14057,12892,10,28,691,0
2024-01-11,AA,14771,10397,12,32,2632,0
2025-02-19,AS,12266,14869,20,18,1620,0
2025-03-09,NK,13930,10397,43,34,468,0
2025-05-23,AA,14771,13303,4,9,2618,0
2024-01-14,AS,12892,11433,45,46,497,0
2025-10-03,AS,13930,14057,5,7,1268,0
2025-08-30,AA,15016,12892,7,18,815,0
2025-07-31,UA,15016,14771,-8,5,2519,0
2024-01-07,UA,13303,14057,38,28,1191,0
2025-04-11,AA,10397,14057,0,13,1137,0
2025-04-08,AA,11433,13303,51,44,2759,0
2025-09-16,DL,12892,12478,5,3,2088,0
2024-03-11,NK,14869,10397,16,16,2900,0
2025-06-30,F9,15016,12892,72,89,1758,0
2025-01-04,AS,11433,10397,-1,1,833,0
2025-08-24,NK,13930,14869,82,85,1736,0
2025-05-13,AA,12266,12892,24,14,1945,0
2025-05-07,WN,13930,14771,22,38,478,0
2024-10-12,DL,11433,10397,37,51,1111,0
2025-07-04,NK,11298,14107,37,42,2934,0
2024-02-05,AS,11298,15016,46,60,692,0
2025-08-01,NK,15016,11298,54,56,263,0
2025-11-04,DL,11193,15016,15,26,284,0
2025-11-26,WN,12478,13303,58,59,1118,0
2025-03-18,UA,13303,14771,20,27,519,0
2025-11-05,B6,11433,12266,8,17,2371,0
2025-04-28,WN,11433,13204,63,60,1740,0
2024-05-08,B6,11433,12478,5,16,2944,0
2025-07-11,DL,13930,13204,17,30,333,0
2024-08-18,B6,13204,10397,-7,12,2822,0
2025-06-14,NK,14771,11193,15,15,1342,0
2024-11-26,NK,10397,14869,117,126,968,0
2025-08-12,AS,15016,11433,31,21,2000,0
2024-05-06,WN,15016,14057,50,40,488,0
2024-10-08,B6,14057,13303,72,65,1781,0
2025-10-17,AS,14771,12266,21,31,906,0
2025-04-20,B6,14869,11433,13,10,1488,0
2025-09-30,AA,12892,11193,13,30,1912,0
2025-01-07,NK,11433,14771,104,101,1311,0
2025-06-27,AS,11193,13303,34,43,333,0
2024-04-30,WN,11193,11433,-3,1,2761,0
2025-04-08,AS,13303,12478,34,34,1905,0
2025-09-23,B6,11193,14771,1,7,348,0
2024-10-26,B6,12478,10397,36,56,1334,0
2025-08-02,B6,12266,13930,46,58,1519,0
2025-05-26,B6,13930,14771,58,73,2099,0
2025-11-11,NK,14771,13930,70,83,956,0
2025-01-23,WN,14107,13204,-3,9,992,0
2024-03-21,WN,14057,10397,42,39,550,0
2024-04-22,AS,14107,13930,38,37,2521,0
2024-12-04,UA,14107,12478,0,15,1830,0
2025-04-14,WN,12478,13204,25,42,567,0
2025-05-08,WN,12266,11433,-3,15,2877,0
2024-05-28,F9,12266,10397,62,54,844,0
2024-10-17,WN,11298,13303,7,20,2469,0
2025-06-11,AA,11298,14107,2,8,1494,0
2025-05-26,AS,13303,11193,36,28,1011,0
2024-07-29,AA,14107,13204,60,75,1470,0
2025-09-24,B6,11298,14771,38,57,2157,0
2024-06-23,F9,12266,13930,72,67,1088,0
2024-05-10,AA,13204,12478,-9,-2,670,0
2024-10-14,AA,13303,10397,26,28,1603,0
2025-10-20,B6,11433,14771,-6,7,1363,0
2025-02-21,WN,12892,14057,20,10,2508,0
2025-04-07,AA,11193,10397,-10,-8,373,0
2025-08-09,AS,11193,13930,29,46,1316,0
2025-06-18,F9,10397,13930,82,75,847,0
2025-11-09,F9,15016,13303,7,4,571,0
2024-08-23,WN,14771,14057,33,31,2687,0
2024-09-18,UA,12478,12892,41,33,1300,0
2025-02-27,AA,13204,11433,55,70,1939,0
2025-04-27,WN,12266,10397,24,34,2841,0
2024-04-03,UA,13930,12266,25,39,982,0
2024-06-11,B6,13303,11433,-9,6,1308,0
2025-11-19,NK,14771,12266,24,42,1515,0
2024-06-05,AS,12266,11298,30,48,1399,0
2024-10-07,UA,14057,12266,18,10,1885,0
2024-11-23,DL,11433,12892,-10,-5,2054,0
2025-09-24,NK,12478,13303,111,128,322,0
2024-08-26,F9,12266,14107,83,76,995,0
2025-04-15,UA,14869,15016,-8,3,271,0
2024-09-25,B6,14771,11433,22,27,569,0
2025-09-08,UA,12478,11193,60,52,1146,0
2025-11-20,DL,13204,11298,3,-4,2712,0
2025-04-01,DL,12266,11193,23,41,1566,0
2024-12-08,UA,13303,13204,20,20,1199,0
2024-11-27,B6,11433,11193,57,55,697,0
2025-08-03,NK,11193,12892,6,4,1145,0
2025-04-04,F9,12266,12478,44,62,707,0
2024-06-23,AA,10397,15016,-8,-12,507,0
2025-02-28,B6,15016,14107,21,36,1796,0
2024-08-26,F9,14057,12892,82,80,2942,0
2024-06-23,AS,13930,14771,-3,-1,1926,0
2024-06-16,NK,11193,13303,26,30,1720,0
2024-05-18,NK,10397,13303,11,17,2263,0
2024-04-10,NK,14771,12266,84,96,674,0
2024-03-01,F9,13930,11193,8,17,2265,0
2025-03-29,AA,13303,12478,4,5,1885,0
2024-04-26,DL,14057,14869,14,27,217,0
2024-06-20,DL,13303,13930,0,-4,846,0
2024-11-30,UA,10397,14107,7,25,219,0
2025-06-11,B6,13204,12892,4,-1,2818,0
2024-11-30,B6,11193,12266,26,35,2942,1
2024-05-08,DL,13204,12266,14,4,1801,0
2025-10-15,AA,13204,10397,4,22,1642,0
2024-12-18,UA,14771,13303,-6,13,1622,0
2025-02-23,WN,10397,15016,3,4,2789,0
2024-09-01,F9,12892,11193,9,25,356,0
2025-11-02,UA,12478,14869,26,17,2125,0
2024-08-02,UA,11193,14869,50,49,1811,0
2025-02-15,DL,12478,14057,29,43,2729,0
2024-01-21,AA,13204,13930,8,9,1015,0
2025-10-05,WN,12892,10397,29,25,1347,0
2025-07-23,AS,15016,14057,29,39,2596,0
2024-06-06,AA,14771,12892,3,3,738,0
2025-01-05,AS,12892,14107,24,43,1903,0
2025-06-22,AS,12478,13930,37,28,1945,0
2024-11-04,NK,14869,12266,35,34,2759,0
2024-03-02,UA,13930,15016,5,6,2189,0
2024-11-02,UA,11298,12266,27,18,787,0
2024-03-28,AA,11193,14057,7,24,1847,0
2024-06-11,AS,13303,13930,-7,-16,1891,0
2025-02-26,UA,10397,15016,50,61,2637,0
2024-01-07,UA,11193,10397,5,-1,2040,0
2024-05-23,B6,13930,15016,63,62,554,0
2024-03-07,F9,12478,12266,85,100,2783,0
2025-08-17,WN,11433,14869,29,19,309,0
2025-02-22,UA,10397,14057,0,-2,1251,0
2025-06-28,AA,14869,11298,38,51,1777,0
2024-01-07,UA,14771,11433,-9,-11,242,0
2024-04-02,NK,14057,11193,106,105,2665,0
2025-01-28,F9,14057,13930,49,53,1727,0
2024-04-30,F9,14107,12478,62,75,608,1
2025-06-03,AA,12892,13930,-4,2,639,0
2024-12-29,WN,13204,13303,19,33,1858,0
2025-05-14,B6,11193,15016,-3,3,402,0
2024-08-08,B6,14107,12892,17,25,532,0
2025-11-11,DL,11433,11193,41,49,681,0
2025-03-03,AS,14057,12478,18,35,2755,0
2025-04-15,AA,12266,14869,21,21,2106,0
2025-07-12,AA,14107,11298,-2,15,1034,0
2024-05-23,F9,11193,15016,2,11,1954,0
2024-02-22,WN,12892,11298,15,16,2097,0
2025-03-08,F9,14869,12478,61,69,2970,0
2025-03-12,NK,12266,12892,56,50,1369,0
2024-09-24,UA,13204,14057,11,31,1110,0
2024-10-05,UA,12892,14869,-6,-9,1301,0
2025-04-16,AA,14057,12478,-9,5,2237,0
2025-07-29,WN,10397,11433,-4,9,522,0
2025-04-25,AA,13930,14107,12,19,527,0
2025-07-14,F9,12892,14107,87,96,1490,0
2024-01-14,AA,12266,12478,-8,-9,2540,0
2025-07-07,UA,10397,15016,1,15,2226,0
2024-05-14,AA,13930,12892,62,62,1838,0
2025-02-13,F9,12478,14771,20,39,356,0
2025-11-08,B6,13204,14771,56,73,2328,0
2024-02-19,B6,12892,14771,1,9,2223,0
2024-01-30,AA,14869,12478,41,41,1689,0
2025-07-31,UA,11298,14869,45,53,1148,0
2025-02-09,F9,14771,11298,27,47,2139,0
2025-03-23,B6,12478,11298,20,26,2500,0
2024-02-20,AS,12266,13303,8,3,2006,0
2024-11-28,DL,14869,14057,28,28,615,0
2025-01-06,F9,14869,12266,36,34,2831,0
2024-06-15,F9,14869,12478,24,36,2815,0
2024-08-14,B6,12266,14771,60,78,279,0
2024-08-07,WN,12892,13204,8,26,2995,0
2024-06-10,B6,13303,15016,-8,0,1109,0
2025-09-03,AA,11433,12266,-3,-10,1686,0
2024-05-20,NK,14107,11433,39,31,2160,0
2025-10-11,F9,14771,11193,91,96,2655,0
2024-10-14,DL,14057,12892,32,27,620,0
2024-06-18,B6,14869,14107,54,53,657,0
2024-03-05,F9,14771,13204,60,66,434,0
2025-03-26,WN,12266,14057,25,22,578,0
2025-02-09,F9,14057,13204,21,38,1252,0
2025-10-29,NK,13930,11298,102,122,1907,0
2025-10-03,B6,12266,10397,2,22,221,0
2024-03-19,DL,15016,12266,-6,-4,2090,0
2025-05-02,DL,13303,10397,-2,12,1170,0
2024-07-13,AS,14107,14869,14,10,2027,0
2025-05-11,NK,13204,14771,89,97,2996,0
2024-09-24,UA,15016,13930,21,15,704,0
2025-09-25,AA,14869,13303,17,9,2743,0
2024-08-22,WN,15016,13930,35,42,1616,0
2025-09-13,DL,13930,13204,27,43,1042,0
2024-11-26,NK,11193,10397,37,54,2362,0
2025-07-24,AA,11298,12478,14,25,2073,1
2025-04-03,B6,13303,12478,10,28,2752,0
2024-01-27,B6,11433,11298,11,10,685,0
2024-02-19,AS,12266,11193,10,25,2936,0
2024-02-11,UA,14869,14107,37,51,2968,0
2024-07-28,UA,12892,15016,21,29,2850,0
2024-11-10,WN,12892,11193,53,71,2459,0
2024-03-03,NK,10397,13930,62,81,1832,0
2025-09-17,AS,11193,10397,15,19,338,0
2025-06-02,F9,12892,10397,62,53,276,0
2025-10-18,B6,12478,14107,29,23,2618,0
2024-02-12,NK,14107,12892,32,26,1478,0
2024-06-13,AS,13303,12892,2,16,2511,0
2024-03-06,NK,14771,11298,83,91,1172,0
2024-09-09,WN,14771,14057,50,52,1971,0
2024-08-31,DL,11298,11193,27,33,981,0
2024-05-14,NK,11433,15016,84,96,2136,0
2025-09-24,B6,11298,11193,41,50,2137,0
2024-05-30,B6,15016,12478,63,79,1531,0
2024-12-10,NK,11298,14057,108,109,722,0
2025-02-22,F9,11433,12478,60,65,2588,0
2025-04-01,DL,11193,14869,22,31,814,0
2024-10-15,AS,12892,14107,11,13,1245,0
2025-08-26,F9,14771,13303,88,96,1280,0
2025-05-21,B6,11433,14107,-6,-10,630,0
2025-06-29,WN,11298,14869,63,63,1254,0
2024-04-28,NK,13930,15016,67,80,1133,0
2025-11-10,AA,15016,10397,57,74,568,0
2024-11-25,AA,14057,14107,-6,5,1407,0
2024-03-13,WN,11193,13204,8,12,2126,0
2025-03-18,WN,12478,14869,51,60,2757,0
2024-05-15,F9,12892,14107,91,88,915,0
2024-11-08,WN,13204,13930,33,34,1817,0
2024-03-01,DL,14771,12478,7,5,1045,0
2024-05-04,WN,12892,13303,27,33,2227,0
2025-08-08,WN,14107,10397,66,56,2241,0
2024-10-26,NK,13930,12478,117,136,1060,0
2024-12-06,B6,13204,15016,39,45,2284,0
2024-09-08,AA,10397,11433,-7,-3,2560,0
2024-09-10,WN,11193,13204,14,21,407,0
2025-06-15,B6,11298,14107,4,21,659,1
2024-10-08,F9,13303,11433,7,27,1691,0
2024-03-17,UA,10397,12892,41,49,1103,0
2024-11-04,AA,15016,12892,40,50,337,0
2025-05-03,UA,15016,12266,4,3,1615,0
2025-02-05,WN,12892,12478,44,57,2365,0
2024-11-03,NK,12266,14771,93,93,2129,0
2024-06-15,WN,14771,12892,29,29,885,0
2024-03-10,NK,12266,14107,120,132,2294,0
2025-01-07,NK,14057,11298,73,79,2638,0
2024-06-21,WN,13930,12266,30,22,537,0
2025-09-02,NK,14057,12892,46,48,1332,0
2025-10-08,AS,13303,14057,19,21,2335,0
2025-04-25,WN,14771,14869,26,27,2097,0
2024-03-15,DL,10397,13303,23,33,704,0
2025-04-04,AS,15016,14107,16,32,1042,0
2025-03-27,NK,12478,14771,19,27,854,0
2024-05-03,DL,12266,14869,22,42,1921,0
2025-05-03,UA,15016,14107,10,17,2470,0
2024-02-06,NK,11433,13204,48,39,1504,0
2024-08-14,AS,11193,12478,38,50,2902,0
2024-07-19,AS,12478,14771,-5,10,2495,0
2024-01-06,NK,14869,10397,71,91,2492,0
2024-11-19,DL,12478,11433,38,28,1267,0
2025-04-14,UA,11433,10397,41,36,953,0
2025-11-27,F9,13303,13204,56,68,2332,0
2025-07-04,NK,12892,14107,2,19,2965,0
2024-03-09,AA,13204,12478,13,32,2073,0
2024-09-25,AA,13204,15016,55,55,1945,0
2025-05-12,WN,11193,13930,80,71,2556,0
2024-09-16,WN,14107,15016,1,6,1842,0
2025-01-23,AA,13204,14107,43,40,1034,0
2024-05-25,NK,14057,12478,62,57,225,0
